name,city,latitude,longitude,zipcode,ethnicity,price,rating
Athina Grill,Seattle,47.624183,-122.356566,98109,greek,$$,4.0
Yanni's Greek Restaurant,Seattle,47.6830799,-122.35558,98103,greek,$$,4.0
Americano,Seattle,47.6452318527633,-122.382662793776,98199,greek,$,4.0
Harry's Bar,Seattle,47.623754,-122.31245,98112,greek,$$,4.5
Christo's On Alki,Seattle,47.5807495117188,-122.405784606934,98116,greek,$$,4.0
The Counter At Old Ballard Catering,Seattle,47.675679,-122.311566,98115,greek,N/A,5.0
Zaina Food Drinks & Friends,Seattle,47.6869020409215,-122.312771492244,98115,greek,$,4.0
Aladdin Gyro-Cery,Seattle,47.65805,-122.31346,98105,greek,$,4.0
Main Street Gyros,Seattle,47.60017,-122.33084,98104,greek,$,3.5
Shawarma King,Seattle,47.6679654176159,-122.312966287136,98105,greek,$,4.0
Gyro House,Seattle,47.641139,-122.320332,98102,greek,$,3.5
Olympic Pizza & Pasta,Seattle,47.67544,-122.31759,98115,greek,$$,4.5
Mediterranean Mix,Seattle,47.60066,-122.3345,98104,greek,N/A,5.0
Katina's Kitchen,Seattle,47.65787,-122.38943,98199,greek,$,3.5
Grecian Corner,Seattle,47.61915,-122.34857,98109,greek,$,3.5
Santorini Greek Grill,Seattle,47.67656,-122.208,98033,greek,$,4.5
Cafe Arta & Pub at Third Place,Seattle,47.67628,-122.30621,98115,greek,N/A,4.0
Olympia Pizza & Spaghetti House,Seattle,47.6324498138522,-122.356670322405,98109,greek,$$,3.5
Mediterranean Kitchen,Seattle,47.6113559604462,-122.201761814933,98004,greek,$$,4.0
Taki's Mad Greek,Seattle,47.6904779,-122.3757656,98117,greek,$$,4.0
Mr. D's Greek Delicacies,Seattle,47.60922,-122.34122,98101,greek,$,4.0
Lake City Gyros,Seattle,47.71851,-122.29542,98125,greek,$,4.5
The Pub at Third Place,Seattle,47.6758681,-122.3062955,98115,greek,$$,3.5
Athena's,Seattle,47.6215735,-122.3381015,98109,greek,$,3.0
Bella Balducci's Mediterranean Cuisine,Seattle,47.70642,-122.2098,98034,greek,$$,4.5
Gyro Hut,Seattle,47.70944,-122.32034,98125,greek,$,4.0
Bus Stop Espresso & Gyros,Seattle,47.6760294,-122.3197986,98115,greek,$,4.0
Costa's Restaurant,Seattle,47.66295,-122.3134,98105,greek,$$,3.0
Samir's Mediterranean Grill,Seattle,47.65991,-122.31341,98105,greek,$,4.0
Grill Xpress,Seattle,47.70902,-122.33349,98133,greek,$,4.0
Georgia's Greek Restaurant & Deli,Seattle,47.69048,-122.36175,98117,greek,$$,3.5
Main St. Gyros,Seattle,47.62019,-122.33616,98109,greek,$,2.5
Gyros Place,Seattle,47.61019,-122.33742,98101,greek,$,3.5
George's,Seattle,47.675651173622,-122.206033232,98033,greek,$$,3.5
Olympia Pizza & Pasta,Seattle,47.55172,-122.36327,98106,greek,$$,3.0
Gyro World,Seattle,47.721184,-122.208282,98034,greek,$,4.0
Gusay Grocery,Seattle,47.71843,-122.29547,98125,greek,$,4.5
Spice Waala,Seattle,47.62165,-122.31239,98112,indian,$,4.5
Spice Waala,Seattle,47.669628,-122.382624,98107,indian,N/A,4.5
Karachi Cowboys,Seattle,47.6208828735,-122.325617197,98102,indian,N/A,4.5
Lassi & Spice,Seattle,47.6229653260228,-122.334571484383,98109,indian,$,3.5
Meesha,Seattle,47.652512,-122.356489,98103,indian,N/A,4.5
Rupee Bar,Seattle,47.67483,-122.38785,98107,indian,N/A,4.5
Spice Box,Seattle,47.614684,-122.320567,98122,indian,N/A,4.5
Daawat Grill,Seattle,47.612605,-122.331413,98101,indian,$$,4.0
Nirmal's,Seattle,47.60147,-122.33262,98104,indian,$$,4.0
Annapurna Cafe,Seattle,47.6185989746118,-122.32109886344,98122,indian,$$,4.0
Pik N Move,Seattle,47.684605,-122.344135,98103,indian,N/A,4.5
Zaika,Seattle,47.613662,-122.328899,98101,indian,N/A,4.0
Taste of India,Seattle,47.669083,-122.317484,98105,indian,$$,4.5
Cedars Restaurant,Seattle,47.6647397425756,-122.31433656316,98105,indian,$$,4.0
The Roll Pod,Seattle,47.6238696,-122.3355741,98109,indian,$,4.5
Mom's Kitchen,Seattle,47.6119570231259,-122.33851534934342,98101,indian,N/A,5.0
Saffron Spice,Seattle,47.5861975781755,-122.304245321108,98144,indian,N/A,4.0
Lassi & Spice,Seattle,47.6479241762387,-122.33782600611448,98103,indian,N/A,2.5
Saffron Grill,Seattle,47.7089,-122.33262,98133,indian,$$,4.0
Chili's South Indian Restaurant,Seattle,47.65898,-122.313,98105,indian,$$,4.0
Seattle Kathi Roll,Seattle,47.6218420675017,-122.334454804659,98109,indian,$,3.5
Ammi's Pakwan,Seattle,47.6235,-122.32064,98102,indian,$$,3.0
Roti Cuisine Of India,Seattle,47.62431,-122.35639,98109,indian,$$,3.5
India Bistro,Seattle,47.675722,-122.317872,98115,indian,$$,4.0
Bengal Tiger,Seattle,47.6761474609375,-122.317649841309,98115,indian,$$,4.0
Mirch Masala,Seattle,47.620323,-122.32111,98102,indian,$$,3.5
Naansense,Seattle,47.61125,-122.33493,98101,indian,$,4.0
Global Eats,Seattle,47.62612,-122.3685,98119,indian,N/A,3.0
Kathakali,Seattle,47.703550024647,-122.210642478066,98033,indian,$$,4.0
FaveKitchens,Seattle,47.589037,-122.3337646,98134,indian,N/A,4.0
Tandoori Hut,Seattle,47.6163484,-122.349293,98121,indian,$$,3.5
Kastoori Grill,Seattle,47.6101817935531,-122.341718935226,98101,indian,$$,3.5
Yeti Bar,Seattle,47.61863,-122.32109,98122,indian,$$,3.5
Chutneys Bistro,Seattle,47.660641,-122.335852,98103,indian,$$,3.5
Dakshin South Indian Bistro,Seattle,47.6766,-122.20401,98033,indian,$$,4.0
Spice King Seattle ,Seattle,47.609488,-122.3382114,98101,indian,N/A,2.5
Café Zum Zum,Seattle,47.610252,-122.33749,98101,indian,$,3.5
Cafe Bollywood,Seattle,47.6114,-122.20116,98004,indian,$$,3.5
Inchin's Bamboo Garden,Seattle,47.61585,-122.19688,98004,indian,$$,3.5
Bhojan Xpress,Seattle,47.62017,-122.20207,98004,indian,$$,4.0
Maharaja Cuisine of India,Seattle,47.56163,-122.38655,98116,indian,$$,3.5
Masala of India Cuisine,Seattle,47.708068,-122.322602,98125,indian,$$,4.0
Qazi's Indian Curry House,Seattle,47.65154,-122.35253,98103,indian,$$,3.0
Sher E Punjab Grill,Seattle,47.71843,-122.29547,98125,indian,N/A,1.5
Jewel Of India,Seattle,47.66410298,-122.313426,98105,indian,$$,3.5
Fremont Express Food,Seattle,47.65231,-122.35363,98103,indian,N/A,3.0
Kalia,Seattle,47.69102,-122.35482,98103,indian,$$,3.5
India Bistro,Seattle,47.6685132,-122.386393,98107,indian,$$,3.5
Sitar Indian Cuisine,Seattle,47.71244,-122.18779,98034,indian,$$,4.0
Chawla Indian Cuisine,Seattle,47.610165,-122.204372,98004,indian,N/A,4.0
Bombay Grill,Seattle,47.66913,-122.31337,98105,indian,N/A,1.5
Royal India,Seattle,47.70528,-122.21238,98034,indian,$$,3.5
Moghul Express,Seattle,47.604828,-122.330567,98104,indian,$,3.0
Kurbside Grill,Seattle,47.6141510009766,-122.321533203125,98122,indian,N/A,1.0
Chutneys,Seattle,47.618325,-122.193401,98004,indian,$$,3.5
Tasty India,Seattle,47.71843,-122.29547,98125,indian,N/A,1.0
Bowl-o-Rama,Seattle,47.60621,-122.33379,98104,indian,$,2.5
The Pink Door,Seattle,47.61028,-122.3425,98101,italian,$$,4.5
Cascina Spinasse,Seattle,47.615054,-122.314429,98122,italian,$$$,4.5
Pomodoro,Seattle,47.6417354,-122.3256412,98102,italian,$$,4.5
How To Cook a Wolf,Seattle,47.6385402665478,-122.356887666769,98109,italian,$$$,4.0
Tavolàta,Seattle,47.61374,-122.32518,98122,italian,$$,4.0
Due' Cucina Italiana,Seattle,47.62245,-122.32064,98102,italian,$$,4.5
Altura,Seattle,47.62488,-122.32115,98102,italian,$$$$,4.5
G.H. Pasta Co.,Seattle,47.61674,-122.34273,98121,italian,$$,4.5
Tavolàta,Seattle,47.6142640792683,-122.346668243408,98121,italian,$$$,4.0
Pasta Casalinga,Seattle,47.6086751,-122.3402434,98101,italian,$$,4.5
Fiasco,Seattle,47.6488,-122.34232,98103,italian,$$,4.0
Aglio e Olio,Seattle,47.62323,-122.29593,98112,italian,$$,4.5
Windy City Pie,Seattle,47.6723482,-122.3540596,98103,italian,$$,4.5
Serafina,Seattle,47.63808,-122.32611,98102,italian,$$$,4.0
Carrello,Seattle,47.6249768681514,-122.320674987137,98102,italian,N/A,4.0
Haymaker,Seattle,47.6358713334295,-122.325684062954,98102,italian,$$,4.0
Bar Cotto,Seattle,47.6146934,-122.3127642,98122,italian,$$,4.5
Ristorante Machiavelli,Seattle,47.615,-122.32809,98101,italian,$$,4.0
Limoncello Belltown,Seattle,47.6136482505188,-122.347063087818,98121,italian,$$,4.5
Barolo Ristorante,Seattle,47.614555,-122.337486,98101,italian,$$$,4.0
